"","itweet"
"id 114","reinforce"
"id 114","hegemony"
"id 114","group"
"id 114","point"
"id 114","guessing"
"id 114","group"
"id 114","#disruptjmm"
"id 114","#jmm2020"
"id 114","user10"
"id 115","figured"
"id 115","user82"
"id 115","twitter"
"id 115","handle"
"id 115","belatedly"
"id 115","feel"
"id 115","like"
"id 115","really"
"id 115","important"
"id 115","theoretical"
"id 115","contribution"
"id 115","#disruptjmm"
"id 115","#jmm2020"
"id 115","user10"
"id 116","feminist"
"id 116","epistemology"
"id 116","mathematic"
"id 116","challenge"
"id 116","absolutism"
"id 116","characterize"
"id 116","think"
"id 116","truth"
"id 116","mathematic"
"id 116","really"
"id 116","important"
"id 116","spent"
"id 116","way"
"id 116","enough"
"id 116","time"
"id 116","examining"
"id 116","epistemological"
"id 116","foundation"
"id 116","#disruptjmm"
"id 116","#jmm2020"
"id 116","user10"
"id 117","well"
"id 117","going"
"id 117","great"
"id 117","talk"
"id 117","#disruptjmm"
"id 117","user10"
"id 117","#jmm2020"
"id 118","patrick"
"id 118","ingram"
"id 118","start"
"id 118","talk"
"id 118","#jmm2020"
"id 118","explanation"
"id 118","land"
"id 118","acknowledgment"
"id 118","send"
"id 118","people"
"id 118","get"
"id 118","bored"
"id 118","talk"
"id 118","wont"
"id 118","score"
"id 118","one"
"id 118","straight"
"id 118","white"
"id 118","guy"
"id 118","#disruptjmm"
"id 119","love"
"id 119","people"
"id 119","make"
"id 119","joint"
"id 119","meeting"
"id 119","mathematical"
"id 119","community"
"id 119","inclusive"
"id 119","need"
"id 119","lot"
"id 119","hope"
"id 119","effort"
"id 119","grow"
"id 119","future"
"id 119","conference"
"id 119","#disruptjmm"
"id 120","there"
"id 120","user347"
"id 120","poster"
"id 120","ballroom"
"id 120","congratulate"
"id 120","mathematical"
"id 120","contribution"
"id 120","made"
"id 120","fight"
"id 120","hiv"
"id 120","here"
"id 120","another"
"id 120","number"
"id 120","curiously"
"id 120","silent"
"id 120","#disruptjmm"
"id 120","user10"
"id 121","aaron"
"id 121","wangberg"
"id 121","asking"
"id 121","important"
"id 121","question"
"id 121","actually"
"id 121","mathematic"
"id 121","thu"
"id 121","getting"
"id 121","opportunitie"
"id 121","see"
"id 121","power"
"id 121","meaningfulnes"
"id 121","mathematic"
"id 121","here"
"id 121","good"
"id 121","diagram"
"id 121","help"
"id 121","think"
"id 121","question"
"id 121","systematically"
"id 121","#disruptjmm"
"id 121","user10"
"id 122","user81"
"id 122","user172"
"id 122","yay"
"id 122","now"
"id 122","get"
"id 122","👏"
"id 122","👏"
"id 122","👏"
"id 122","hashtag"
"id 122","#disruptjmm"
"id 123","question"
"id 123","spurred"
"id 123","question"
"id 123","session"
"id 123","equity"
"id 123","implication"
"id 123","using"
"id 123","paid"
"id 123","textbook"
"id 123","forprofit"
"id 123","textbook"
"id 123","publisher"
"id 123","banana"
"id 123","just"
"id 123","now"
"id 123","starting"
"id 123","ask"
"id 123","question"
"id 123","systematic"
"id 123","way"
"id 123","#disruptjmm"
"id 123","#jmm2020"
"id 123","user10"
"id 124","#disruptjmm"
"id 124","mathematician"
"id 124","responsibility"
"id 124","serve"
"id 124","communitie"
"id 124","particularly"
"id 124","marginalized"
"id 124","underrepresented"
"id 125","tweeting"
"id 125","#disruptjmm"
"id 125","consider"
"id 125","working"
"id 126","nervou"
"id 126","#disruptjmm"
"id 126","spiel"
"id 126","working"
"id 126","today"
"id 126","channel"
"id 126","panic"
"id 126","fear"
"id 126","righteou"
"id 126","anger"
"id 127","asking"
"id 127","qa"
"id 127","whether"
"id 127","data"
"id 127","science"
"id 127","program"
"id 127","discussion"
"id 127","require"
"id 127","ethic"
"id 127","course"
"id 127","#disruptjmm"
"id 128","rad"
"id 128","#disruptjmm"
"id 129","hey"
"id 129","user279"
"id 129","gave"
"id 129","maybe"
"id 129","concrete"
"id 129","meaningful"
"id 129","#disruptjmm"
"id 129","discussion"
"id 129","ive"
"id 129","seen"
"id 129","general"
"id 129","session"
"id 129","far"
"id 129","theyre"
"id 129","posting"
"id 129","slide"
"id 129","later"
"id 129","probably"
"id 129","look"
"id 129","#jmm2020"
"id 130","citing"
"id 130","user146"
"id 130","among"
"id 130","other"
"id 130","user279"
"id 130","remind"
"id 130","u"
"id 130","#mathisnotneutral"
"id 130","#jmm2020"
"id 130","user10"
"id 130","user235"
"id 130","user347"
"id 130","#disruptjmm"
"id 131","user279"
"id 131","tell"
"id 131","u"
"id 131","teaching"
"id 131","math"
"id 131","#culturallyrelevantpedagogy"
"id 131","#socialjustice"
"id 131","u"
"id 131","important"
"id 131","#jmm2020"
"id 131","user10"
"id 131","user235"
"id 131","user347"
"id 131","#disruptjmm"
"id 132","#disruptjmm"
"id 132","user279"
"id 132","quoting"
"id 132","user36"
"id 132","#jmm2020"
"id 133","detail"
"id 133","leela"
"id 133","cafe"
"id 133","430"
"id 133","530"
"id 133","cant"
"id 133","wait"
"id 133","#sigmaajedi"
"id 133","#disruptjmm"
"id 134","id"
"id 134","just"
"id 134","like"
"id 134","mention"
"id 134","extremely"
"id 134","rare"
"id 134","turn"
"id 134","event"
"id 134","ive"
"id 134","located"
"id 134","space"
"id 134","actually"
"id 134","need"
"id 134","way"
"id 134","straight"
"id 134","white"
"id 134","dude"
"id 134","called"
"id 134","#disruptjmm"
"id 134","#jmm2020"
"id 135","user102"
"id 135","user36"
"id 135","australia"
"id 135","acknowledge"
"id 135","indigenou"
"id 135","custodianship"
"id 135","law"
"id 135","country"
"id 135","land"
"id 135","meet"
"id 135","pay"
"id 135","respect"
"id 135","care"
"id 135","country"
"id 135","right"
"id 135","way"
"id 135","user10"
"id 135","user36"
"id 135","user102"
"id 135","#disruptjmm"
"id 136","yeah"
"id 136","btw"
"id 136","user13"
"id 136","absolutely"
"id 136","packed"
"id 136","ballroom"
"id 136","1"
"id 136","there"
"id 136","good"
"id 136","reason"
"id 136","put"
"id 136","eg"
"id 136","talk"
"id 136","234"
"id 136","#disruptjmm"
"id 136","#jedimath"
"id 136","#jmm2020"
"id 137","new"
"id 137","follower"
"id 137","developed"
"id 137","clas"
"id 137","last"
"id 137","summer"
"id 137","called"
"id 137","fractal"
"id 137","algorithm"
"id 137","u"
"id 137","wanted"
"id 137","build"
"id 137","inclusive"
"id 137","clas"
"id 137","stem"
"id 137","student"
"id 137","learn"
"id 137","math"
"id 137","space"
"id 137","talkjournal"
"id 137","powerjustice"
"id 137","#jmm2020"
"id 137","#disruptjmm"
"id 137","shown"
"id 137","im"
"id 137","alone"
"id 137","💜"
"id 138","glad"
"id 138","see"
"id 138","#disruptjmm"
"id 138","work"
"id 138","sideline"
"id 138","taking"
"id 138","energy"
"id 138","spring"
"id 138","semester"
"id 138","math"
"id 138","friend"
"id 138","encourage"
"id 138","check"
"id 138","hashtag"
"id 138","follow"
"id 138","people"
"id 139","denver"
"id 139","enjoying"
"id 139","large"
"id 139","number"
"id 139","#disruptjmm"
"id 139","tweet"
"id 139","seeing"
"id 140","great"
"id 140","advice"
"id 140","lot"
"id 140","interesting"
"id 140","voice"
"id 140","follow"
"id 140","everyone"
"id 140","tweeting"
"id 140","#disruptjmm"
"id 141","#disruptjmm"
"id 141","speaking"
"id 141","can"
"id 141","scary"
"id 141","can"
"id 141","help"
"id 141","know"
"id 141","community"
"id 141","back"
"id 142","#disruptjmm"
"id 142","need"
"id 142","mathematic"
"id 142","event"
"id 142","make"
"id 142","celebrating"
"id 142","culture"
"id 142","historie"
"id 142","communitie"
"id 142","new"
"id 142","norm"
"id 143","#disruptjmm"
"id 143","start"
"id 143","hold"
"id 143","organization"
"id 143","accountable"
"id 144","#disruptjmm"
"id 144","talk"
"id 144","centered"
"id 144","focused"
"id 144","#jedi"
"id 144","still"
"id 144","adequately"
"id 144","present"
"id 144","main"
"id 144","stage"
"id 144","thu"
"id 144","providing"
"id 144","opportunity"
"id 144","needing"
"id 144","hear"
"id 144","perspective"
"id 144","option"
"id 144","skip"
"id 144","conversation"
"id 145","#disruptjmm"
"id 145","math"
"id 145","neutral"
"id 145","certainly"
"id 145","cant"
"id 145","pretend"
"id 145","entire"
"id 145","mathematic"
"id 145","organization"
"id 145","event"
"id 145","inherently"
"id 145","provide"
"id 145","equitable"
"id 145","experience"
"id 146","#disruptjmm"
"id 146","disruption"
"id 146","experience"
"id 146","trying"
"id 146","mathematic"
"id 146","brushed"
"id 146","side"
"id 146","popular"
"id 146","white"
"id 146","tenured"
"id 146","mathematician"
"id 146","thousand"
"id 146","follower"
"id 146","can"
"id 146","describe"
"id 146","overall"
"id 146","vibe"
"id 146","mathematic"
"id 146","community"
"id 146","pretty"
"id 146","positive"
"id 147","#disruptjmm"
"id 147","marginalized"
"id 147","people"
"id 147","wish"
"id 147","just"
"id 147","math"
"id 147","thing"
"id 147","sake"
"id 147","constantly"
"id 147","disrupted"
"id 147","well"
"id 147","intentioned"
"id 147","people"
"id 147","perpetuating"
"id 147","statu"
"id 147","quo"
"id 147","oped"
"id 147","article"
"id 147","twitter"
"id 147","thread"
"id 147","just"
"id 147","walking"
"id 147","convention"
"id 147","#jmm2020"
"id 148","tweet"
"id 148","unavailable"
"id 148","im"
"id 148","seeing"
"id 148","potential"
"id 148","trend"
"id 148","#disruptjmm"
"id 148","receipt"
"id 148","thread"
"id 148","experience"
"id 148","user36"
"id 148","described"
"id 148","mere"
"id 148","twitter"
"id 148","conversation"
"id 148","colleague"
"id 148","walking"
"id 148","conventional"
"id 148","hall"
"id 148","disrupted"
"id 149","interested"
"id 149","hearing"
"id 149","washington"
"id 149","college"
"id 149","seemingly"
"id 149","successful"
"id 149","attempt"
"id 149","calculu"
"id 149","accessible"
"id 149","come"
"id 149","see"
"id 149","talk"
"id 149","920am"
"id 149","room"
"id 149","503"
"id 149","#wac"
"id 149","#jmm2020"
"id 149","#disruptjmm"
"id 150","imagine"
"id 150","yt"
"id 150","tenured"
"id 150","ci"
"id 150","man"
"id 150","14k"
"id 150","follower"
"id 150","worrying"
"id 150","political"
"id 150","post"
"id 150","cause"
"id 150","unfollow"
"id 150","🤔🤔🤔🙄🙄🙄"
"id 150","#jmm2020"
"id 150","#disruptjmm"
"id 151","hey"
"id 151","control"
"id 151","am"
"id 151","twitter"
"id 151","user347"
"id 151","misgendered"
"id 151","samuel"
"id 151","hanson"
"id 151","tweet"
"id 151","promoting"
"id 151","podcast"
"id 151","user250"
"id 151","user212"
"id 151","user96"
"id 151","user266"
"id 151","user10"
"id 151","#jmm2020"
"id 151","#disruptjmm"
"id 152","unsolicited"
"id 152","advice"
"id 152","math"
"id 152","friend"
"id 152","step"
"id 152","1"
"id 152","click"
"id 152","#disruptjmm"
"id 152","hashtag"
"id 152","step"
"id 152","2"
"id 152","follow"
"id 152","everyone"
"id 152","tweeting"
"id 152","hashtag"
"id 153","ive"
"id 153","several"
"id 153","people"
"id 153","ask"
"id 153","#disruptjmm"
"id 153","slide"
"id 153","presentation"
"id 153","namely"
"id 153","disrupt"
"id 153","microaggression"
"id 153","talk"
"id 153","want"
"id 153","know"
"id 153","help"
"id 153","think"
"id 153","whole"
"id 153","idea"
"id 153","user36"
"id 153","came"
"id 153","might"
"id 153","effect"
"id 154","#whywe"
"id 154","#disruptjmm"
"id 154","overheard"
"id 154","#jmm2020"
"id 154","woc"
"id 154","can"
"id 154","join"
"id 154","wm"
"id 154","sure"
"id 154","diverse"
"id 154","enough"
"id 155","hey"
"id 155","#disruptjmm"
"id 155","peep"
"id 155","tomorrow"
"id 155","around"
"id 155","430"
"id 155","5"
"id 155","group"
"id 155","meeting"
"id 155","talk"
"id 155","possible"
"id 155","#sigmaajedi"
"id 155","put"
"id 155","together"
"id 155","sigmaa"
"id 155","ql"
"id 156","user107"
"id 156","thank"
"id 156","following"
"id 156","along"
"id 156","user266"
"id 156","amazing"
"id 156","presentation"
"id 156","anyone"
"id 156","want"
"id 156","clarify"
"id 156","point"
"id 156","add"
"id 156","thought"
"id 156","start"
"id 156","discussion"
"id 156","please"
"id 156","feel"
"id 156","free"
"id 156","respectively"
"id 156","#disruptjmm"
"id 156","user10"
"id 156","#jmm2020"
"id 157","four"
"id 157","time"
"id 157","#disruptjmm"
"id 157","showed"
"id 157","four"
"id 157","time"
"id 157","slides"
"id 158","challenge"
"id 158","#disruptjmm"
"id 158","might"
"id 158","something"
"id 158","like"
"id 158","calling"
"id 158","bull"
"id 158","fit"
"id 158","curriculum"
"id 158","might"
"id 158","teaching"
"id 158","course"
"id 158","also"
"id 158","change"
"id 158","instructor"
"id 159","word"
"id 159","word"
"id 159","word"
"id 159","word"
"id 159","word"
"id 159","#disruptjmm"
"id 159","#jmm2020"
"id 160","second"
"id 160","#disruptjmm"
"id 160","slide"
"id 160","user266"
"id 160","math"
"id 160","neutral"
"id 160","comfortable"
"id 160","feel"
"id 160","room"
"id 160","❤️"
"id 161","hard"
"id 161","stuff"
"id 161","isnt"
"id 161","teaching"
"id 161","r"
"id 161","justice"
"id 161","take"
"id 161","work"
"id 161","facing"
"id 161","political"
"id 161","history"
"id 161","mathematic"
"id 161","making"
"id 161","intentional"
"id 161","space"
"id 161","discomfort"
"id 161","organizing"
"id 161","union"
"id 161","teacher"
"id 161","battle"
"id 161","neoliberalism"
"id 161","racial"
"id 161","capitalism"
"id 161","eternal"
"id 161","#disruptjmm"
"id 162","shoutout"
"id 162","#data4blacklive"
"id 162","user146"
"id 162","user218"
"id 162","user266"
"id 162","#disruptjmm"
"id 162","#jmm2020"
"id 163","hard"
"id 163","stuff"
"id 163","#disruptjmm"
"id 163","journey"
"id 163","critical"
"id 163","studie"
"id 163","consequence"
"id 163","inaction"
"id 163","normal"
"id 163","worried"
"id 163","youre"
"id 163","qualified"
"id 163","enough"
"id 163","teach"
"id 163","complicated"
"id 163","subject"
"id 163","there"
"id 163","datacamp"
"id 163","teaching"
"id 163","r"
"id 163","there"
"id 163","nothing"
"id 163","like"
"id 163","teaching"
"id 163","race"
"id 164","user266"
"id 164","share"
"id 164","fighting"
"id 164","close"
"id 164","digital"
"id 164","divide"
"id 164","need"
"id 164","demand"
"id 164","#dataethic"
"id 164","#jmm2020"
"id 164","#disruptjmm"
"id 164","#weaponsofmathdestruction"
"id 164","user146"
"id 164","#data4blacklive"
"id 164","user235"
"id 165","important"
"id 165","overlap"
"id 165","user347"
"id 165","panel"
"id 165","ethic"
"id 165","#disruptjmm"
"id 165","#jmm2020"
"id 166","extremely"
"id 166","hard"
"id 166","white"
"id 166","people"
"id 166","addres"
"id 166","race"
"id 166","racism"
"id 166","classroom"
"id 166","thu"
"id 166","often"
"id 166","bail"
"id 166","good"
"id 166","anybody"
"id 166","#disruptjmm"
"id 166","#jmm2020"
"id 167","user266"
"id 167","teaching"
"id 167","user351"
"id 167","r"
"id 167","hard"
"id 167","part"
"id 167","teaching"
"id 167","r"
"id 167","#disruptjmm"
"id 167","#jmm2020"
"id 167","user235"
"id 168","aggressed"
"id 168","yt"
"id 168","woman"
"id 168","yesterday"
"id 168","#jmm2020"
"id 168","took"
"id 168","talking"
"id 168","user266"
"id 168","understand"
"id 168","#disruptjmm"
"id 169","remember"
"id 169","data"
"id 169","neutral"
"id 169","user266"
"id 169","talk"
"id 169","calling"
"id 169","bullshit"
"id 169","r"
"id 169","#disruptjmm"
"id 170","oh"
"id 170","wow"
"id 170","awesome"
"id 170","user250"
"id 170","#disruptjmm"
"id 170","#jmm2020"
"id 171","melody"
"id 171","chan"
"id 171","use"
"id 171","brief"
"id 171","time"
"id 171","podium"
"id 171","accepting"
"id 171","award"
"id 171","#disruptjmm"
"id 171","make"
"id 171","point"
"id 171","hard"
"id 171","research"
"id 171","mathematician"
"id 171","political"
"id 171","climate"
"id 171","contribution"
"id 171","make"
"id 171","#jmm2020"
"id 172","person"
"id 172","just"
"id 172","walked"
"id 172","twothird"
"id 172","talk"
"id 172","made"
"id 172","beeline"
"id 172","particular"
"id 172","chair"
"id 172","waited"
"id 172","minute"
"id 172","grabbed"
"id 172","something"
"id 172","floor"
"id 172","waited"
"id 172","two"
"id 172","minute"
"id 172","walked"
"id 172","room"
"id 172","that"
"id 172","mean"
"id 172","#disruptjmm"
"id 172","#jmm2020"
"id 173","growing"
"id 173","list"
"id 173","way"
"id 173","participate"
"id 173","#disruptjmm"
"id 173","#jedi"
"id 174","user91"
"id 174","user250"
"id 174","user130"
"id 174","user308"
"id 174","user36"
"id 174","user102"
"id 174","user172"
"id 174","user230"
"id 174","thank"
"id 174","1"
"id 174","amplify"
"id 174","rtand"
"id 174","like"
"id 174","thing"
"id 174","#disruptjmm"
"id 174","2"
"id 174","contribute"
"id 174","see"
"id 174","talk"
"id 174","reference"
"id 174","#disruptjmm"
"id 174","tweet"
"id 174","3"
"id 174","disrupt"
"id 174","talk"
"id 174","jedi"
"id 174","issue"
"id 174","session"
"id 174","matter"
"id 174","area"
"id 174","talk"
"id 174","im"
"id 174","sure"
"id 174","other"
"id 174","can"
"id 174","add"
"id 174","idea"
"id 175","need"
"id 175","stop"
"id 175","feeling"
"id 175","bad"
"id 175","promoting"
"id 175","work"
"id 175","pamela"
"id 175","harri"
"id 175","#disruptjmm"
"id 176","need"
"id 176","shape"
"id 176","math"
"id 176","way"
"id 176","want"
"id 176","user242"
"id 176","#jmm2020"
"id 176","#disruptjmm"
"id 177","user242"
"id 177","challenging"
"id 177","audience"
"id 177","reach"
"id 177","closest"
"id 177","institution"
"id 177","today"
"id 177","ask"
"id 177","can"
"id 177","go"
"id 177","give"
"id 177","talk"
"id 177","research"
"id 177","promote"
"id 177","decide"
"id 177","math"
"id 177","community"
"id 177","look"
"id 177","like"
"id 177","5"
"id 177","year"
"id 177","let"
"id 177","start"
"id 177","now"
"id 177","#jmm2020"
"id 177","#disruptjmm"
"id 178","user112"
"id 178","quoted"
"id 178","many"
"id 178","time"
"id 178","morning"
"id 178","user13"
"id 178","amazing"
"id 178","talk"
"id 178","difference"
"id 178","humanity"
"id 178","belonging"
"id 178","mathematic"
"id 178","classroom"
"id 178","#jmm2020"
"id 178","#disruptjmm"
"id 179","returned"
"id 179","home"
"id 179","met"
"id 179","beautiful"
"id 179","snow"
"id 179","ended"
"id 179","cancelling"
"id 179","meeting"
"id 179","returned"
"id 179","home"
"id 179","sitting"
"id 179","comfort"
"id 179","home"
"id 179","sipping"
"id 179","user19"
"id 179","checking"
"id 179","#disruptjmm"
"id 179","✊🏾"
"id 180","#disruptjmm"
"id 180","#jmm"
"id 181","missing"
"id 181","big"
"id 181","event"
"id 181","oʻahu"
"id 181","week"
"id 181","love"
"id 181","protocol"
"id 181","#jmm2020"
"id 181","#disruptjmm"
"id 181","#hulithesystem"
"id 182","user165"
"id 182","user250"
"id 182","user130"
"id 182","user266"
"id 182","user308"
"id 182","user102"
"id 182","user172"
"id 182","user230"
"id 182","#disruptjmm"
"id 182","call"
"id 182","bring"
"id 182","#jedi"
"id 182","issue"
"id 182","justice"
"id 182","equity"
"id 182","diversity"
"id 182","inclusion"
"id 182","math"
"id 182","talk"
"id 182","instead"
"id 182","happening"
"id 182","social"
"id 182","justice"
"id 182","sessions"
"id 183","user250"
"id 183","user130"
"id 183","user266"
"id 183","user308"
"id 183","user36"
"id 183","user102"
"id 183","user172"
"id 183","user230"
"id 183","dont"
"id 183","know"
"id 183","#disruptjmm"
"id 183","talk"
"id 183","mentioned"
"id 183","article"
"id 183","using"
"id 183","playboy"
"id 183","image"
"id 183","signal"
"id 183","processing"
"id 183","paper"
"id 183","count"
"id 184","#jmm2020"
"id 184","#disruptjmm"
"id 184","adriana"
"id 184","salerno"
"id 184","user250"
"id 184","start"
"id 184","talk"
"id 184","encouraging"
"id 184","people"
"id 184","help"
"id 184","diversify"
"id 184","pool"
"id 184","invited"
"id 184","speaker"
"id 184","jmm"
"id 185","important"
"id 185","#jedi"
"id 185","event"
"id 185","#jmm2020"
"id 185","#disruptjmm"
"id 186","user130"
"id 186","user266"
"id 186","user308"
"id 186","user36"
"id 186","user102"
"id 186","user172"
